ID,敏感函数,漏洞描述,文件路径,漏洞代码行,漏洞详情
733,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\account\fujian.php,第186行,"	cfc('files')->rmdirs($temp);
"
734,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\account\huishou.php,第54行,"		$data=unserialize($data);
"
735,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\account\user.php,第116行,"		$result=file_get_contents($api);
"
736,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\account\user.php,第202行,"		$res=file_get_contents($url);
"
737,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\account\user.php,第202行,"		$res=file_get_contents($url);
"
738,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin\edit_code.php,第42行,"		$item['code']=file_get_contents($file);
"
739,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin\edit_code.php,第137行,"		@unlink($data);
"
740,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin\menu.php,第148行,"		$framess=require($file);
"
741,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\appchange.php,第97行,"	cfc('files')->rmdirs($temp);
"
742,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\old_plugin.php,第87行,"	@unlink($zip);
"
743,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第111行,"			$page_data=file_get_contents($page_html_file);
"
744,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第117行,"			$pagejs_data=file_get_contents($page_dir.'/index.js');
"
745,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第125行,"	$app_json=file_get_contents($temp_dir.'/app.json');
"
746,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第132行,"	$css_json=file_get_contents($temp_dir.'/app.wxss');
"
747,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第146行,"	$app_js=file_get_contents($temp_dir.'/app.js');
"
748,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第153行,"	cfc('files')->rmdirs($temp_dir);
"
749,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第157行,"	@unlink($zip);
"
750,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\app_develop\plugin.php,第157行,"	@unlink($zip);
"
751,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\article\article.php,第276行,"	$uc=unserialize(cfc('tools')->base64_decode($uc));
"
752,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第122行,"				@unlink($mdir.'/'.$bak[$time]);
"
753,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第261行,"		@unlink($update_data_file);
"
754,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第305行,"			@unlink($install_data_file);
"
755,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第352行,"		$module=unserialize($module);
"
756,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第361行,"		@unlink($install_data_file);
"
757,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第394行,"			$config_json=file_get_contents($config_file);
"
758,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第456行,"	$config_json=file_get_contents($config_file);
"
759,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第470行,"				$config_data['install']=file_get_contents($install_file);
"
760,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第526行,"							$version['update']=file_get_contents($sql_file);
"
761,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\addons_temp_pc.php,第566行,"				$config_data['uninstall']=file_get_contents($uninstall_file);
"
762,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\h5game.php,第225行,"		$image=file_get_contents($dat['image']);
"
763,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\h5game.php,第289行,"		$module=unserialize($module);
"
764,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\h5game.php,第308行,"		$image=file_get_contents($module['image']);
"
765,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第122行,"				@unlink($mdir.'/'.$bak[$time]);
"
766,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第263行,"		@unlink($update_data_file);
"
767,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第307行,"			@unlink($install_data_file);
"
768,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第354行,"		$module=unserialize($module);
"
769,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第363行,"		@unlink($install_data_file);
"
770,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第395行,"			$config_json=file_get_contents($config_file);
"
771,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第457行,"	$config_json=file_get_contents($config_file);
"
772,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第471行,"				$config_data['install']=file_get_contents($install_file);
"
773,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第527行,"							$version['update']=file_get_contents($sql_file);
"
774,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\manage_template.php,第567行,"				$config_data['uninstall']=file_get_contents($uninstall_file);
"
775,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\mobile_template.php,第222行,"			$temp=file_get_contents($url);
"
776,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\mobile_template.php,第229行,"	$image=file_get_contents($result['image']);
"
777,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第195行,"				@unlink($mdir.'/'.$bak[$time]);
"
778,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第508行,"			$dat=unserialize($dat);
"
779,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第536行,"		$image=file_get_contents($data['image']);
"
780,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第745行,"		$module=unserialize($module);
"
781,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第780行,"		$image=file_get_contents($module['image']);
"
782,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第786行,"			$image=file_get_contents($hv);
"
783,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第794行,"			$image=file_get_contents($whv['picurl']);
"
784,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\module.php,第984行,"	@unlink($zip);
"
785,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_blocks.php,第122行,"		$image=file_get_contents($data['image']);
"
786,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_blocks.php,第122行,"		$image=file_get_contents($data['image']);
"
787,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_blocks.php,第190行,"		$image=file_get_contents($item['image']);
"
788,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_template.php,第121行,"			$temp=file_get_contents($url);
"
789,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_template.php,第121行,"			$temp=file_get_contents($url);
"
790,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\pc_template.php,第190行,"		$image=file_get_contents($result['image']);
"
791,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\profile.php,第31行,"			$result=@unserialize(base64_decode($bak));
"
792,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\update.php,第96行,"		@unlink($mdir.'/'.$bak);
"
793,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\update.php,第272行,"	$dat=@unserialize(base64_decode($dat));
"
794,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\update.php,第391行,"			$postdata=unserialize($postdata);
"
795,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\update.php,第405行,"			require($update_file);
"
796,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\cloud\wxapp.php,第267行,"	//$image=file_get_contents($post['image']);
"
797,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\member\member.php,第481行,"			$txtdata = file_get_contents($url);
"
798,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\system\db.php,第79行,"	@unlink($zip);
"
799,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\system\db.php,第99行,"		$sql=file_get_contents($back_file);
"
800,rmdirs,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\system\db.php,第116行,"	cfc('files')->rmdirs($back_dir.$name);
"
801,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\user\login.php,第212行,"		$result=file_get_contents($api);
"
802,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\user\login.php,第277行,"		$res=file_get_contents($url);
"
803,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\user\login.php,第277行,"		$res=file_get_contents($url);
"
804,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\user\login.php,第277行,"		$res=file_get_contents($url);
"
805,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\actions\wechat\menu.php,第54行,"	$return['province']=unserialize($return['province']);
"
806,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\manage\index.php,第528行,"$html=file_get_contents($mainsource);
"
807,parse_str,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\manage\store.php,第147行,"				parse_str($query, $urls);
"
808,parse_str,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\manage\store.php,第151行,"					parse_str($query, $get);
"
809,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\flowopt\flowoptAction.php,第178行,"		include_once($pa1);
"
810,`$,``反引号中包含变量，变量可控会导致命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\input\inputAction.php,第126行,"				if($this->flow->rows(""`$fid`='{$uaarr[$fid]}' and `id`<>$id"")>0)$uaarr[$fid]=$this->flow->createbianhao($rs['data'], $fid);
"
811,`$,``反引号中包含变量，变量可控会导致命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\input\inputAction.php,第219行,"					if($db->rows(""`id`<>'$id' and `$fiesd`='$dval'"")>0)$this->backmsg(''.$rs['name'].'['.$dval.']已存在了');
"
812,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\input\inputAction.php,第508行,"		if(file_exists($path))$pclucont 	= file_get_contents($path);
"
813,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\input\inputAction.php,第547行,"			include_once($pathss);
"
814,`$,``反引号中包含变量，变量可控会导致命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\flow\input\inputAction.php,第859行,"					$tos = $flow->rows(""`$onid`='$val'"");
"
815,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\home\index\rock_index.php,第16行,"	if(file_exists($paths))include_once($paths);
"
816,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\home\index\rock_index.php,第30行,"			if(file_exists($paths))include_once($paths);
"
817,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\home\index\rock_index.php,第40行,"				if(file_exists($paths))include_once($paths);
"
818,include_once,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\webmain\home\index\rock_index.php,第51行,"if(file_exists($paths))include_once($paths);
"
819,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第437行,"			$content = file_get_contents($path);
"
820,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第437行,"			$content = file_get_contents($path);
"
821,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第550行,"			@unlink($path);
"
822,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第567行,"			$cont = file_get_contents($path);
"
823,`$,``反引号中包含变量，变量可控会导致命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第792行,"			$str = ""ALTER TABLE `[Q]"".$tables.""` ADD `$fields` "";
"
824,`$,``反引号中包含变量，变量可控会导致命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第824行,"				$ustr= ""ALTER TABLE `[Q]"".$tables.""` MODIFY column `$fields` "".$ustr."" COMMENT '$name'"";
"
825,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第1189行,"					$fstr = file_get_contents($from);
"
826,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\webmain\main\flow\flowAction.php,第1194行,"					@copy($from, $to);
"
